Title,Paragraph Text,Page No
SECTIONS,"38. Procedure for declaring a child legally free for adoption .—(1) In case of orphan andabandoned child, the Committee shall make all efforts for tracing the parents or guardians of the child andon completion of such inquiry, if it is established that the child is either an orphan having no one to takecare, or abandoned, the Committee shall  declare the child legally free for adoption:Provided that such declaration shall be made within a period of two months from the date ofproduction of the child, for children who are up to two years of age and within four months for childrenabove two yea rs of age:Provided further that notwithstanding anything contained in this regard in any other law for the timebeing in force, no first information report shall be registered against any biological parent in the processof inquiry relating to an abandone d or surrendered child under this Act.",24
SECTIONS,"(2) In case of surrendered child, the institution where the child has been placed by the Committee onan application for surrender, shall bring the case before the Committee immediately on completion of theperiod spe cified in section 35, for declaring the child legally free for adoption.",24
SECTIONS,"(3) Notwithstanding anything contained in any other law for the time being in force, a child of amentally retarded parents or a unwanted child of victim of sexual assault, such child  may be declared freefor adoption by the Committee, by following the procedure under this Act.",24
SECTIONS,"(4) The decision to declare an orphan, abandoned or surrendered child as legally free for adoptionshall be taken by at least three members of the Committee.",24
SECTIONS,"(5) The Committee shall inform the State Agency and the Authority regarding the number of childrendeclared as legally free for adoption and number of cases pending for decision in the manner as may beprescribed, every month.CHAPTER VIIREHABILITATION AND SOCIAL RE -INTEGRATION",24
SECTIONS,"39. Process of rehabilitation and social re -integration .—(1) The process of rehabilitation andsocial integration of children under this Act shall be undertaken, based on the individual care plan of thechild, preferably through family based care such as by restoration to family or guardian with or withoutsupervision or sponsorship, or adoption or foster care:Provided that all efforts shall be made to keep siblings placed in institutional or non -institutional care,together, unl ess it is in their best interest not to be kept together.",24
SECTIONS,"(2) For children in conflict with law the process of rehabilitation and social integration shall beundertaken in the observation homes, if the child is not released on bail or in special homes or p lace ofsafety or fit facility or with a fit person, if placed there by the order of the Board.25",25
SECTIONS,"(3) The children in need of care and protection who are not placed in families for any reason may beplaced in an institution registered for such children under  this Act or with a fit person or a fit facility, on atemporary or long -term basis, and the process of rehabilitation and social integration shall be undertakenwherever the child is so placed.",25
SECTIONS,"(4) The Children in need of care and protection who are leavi ng institutional care or children inconflict with law leaving special homes or place of safety on attaining eighteen years of age, may beprovided financial support as specified in section 46, to help them to re -integrate into the mainstream ofthe societ y.",25
SECTIONS,"40. Restoration of child in need of care and protection .—(1) The restoration and protection of achild shall be the prime objective of any Children ’s Home, Specialised Adoption Agency or open shelter.",25
SECTIONS,"(2) The Children ’s Home, Specialised Adoption Agency  or an open shelter, as the case may be, shalltake such steps as are considered necessary for the restoration and protection of a child deprived of hisfamily environment temporarily or permanently where such child is under their care and protection.",25
SECTIONS,"(3) The Committee shall have the powers to restore any child in need of care and protection to hisparents, guardian or fit person, as the case may be, after determining the suitability of the parents orguardian or fit person to take care of the child, and gi ve them suitable directions.Explanation. —For the purposes of this section, “restoration and protection of a child ” meansrestoration to —",25
SECTIONS,(a) parents;,25
SECTIONS,(b) adoptive parents;,25
SECTIONS,(c) foster parents;,25
SECTIONS,(d) guardian; or,25
SECTIONS,(e) fit person.,25
SECTIONS,"41. Registration of child care institutions .—(1) Notwithstanding anything contained in any otherlaw for the time being in force, all institutions, whether run by a State Government or by voluntary ornon-governmental organisations, which are meant, either wh olly or partially, for housing children in needof care and protection or children in conflict with law, shall, be registered under this Act in such manneras may be prescribed, within a period of six months from the date of commencement of this Act,regar dless of whether they are receiving grants from the Central Government or, as the case may be, theState Government or not:Provided that the institutions having valid registration under the Juvenile Justice (Care and Protectionof Children) Act, 2000 (56 of 2000) on the date of commencement of this Act shall be deemed to havebeen registered under this Act.",25
SECTIONS,"(2) At the time of registration under this section, the State Government shall determine and record thecapacity and purpose of the institution and sha ll register the institution as a Children ’s Home or openshelter or Specialised Adoption Agency or observation home or special home or place of safety, as thecase may be.",25
SECTIONS,"(3) On receipt of application for registration under sub -section ( 1), from an existi ng or new institutionhousing children in need of care and protection o r children in conflict with law, the State Governmentmay grant provisional registration, within one month from the date of receipt of application, for amaximum period of six months, i n order to bring such institution under the purview of this Act, and shalldetermine the capacity of the Home which shall be mentioned in the registration certificate:Provided that if the s aid institution does not fulfil  the prescribed criteria for regist ration, within theperiod specified in sub -section ( 1), the provisional registration shall stand cancelled and the provisions ofsub-section ( 5) shall apply.26",26
SECTIONS,"(4) If the State Government does not issue a provisional registration certificate within one month  fromthe date of application, the proof of receipt of application for registration shall be treated as provisionalregistration to run an institution for a maximum period of six months.",26
SECTIONS,"(5) If the application for registration is not disposed of within six  months by any officer or officers ofany State Government, it shall be regarded as dereliction of duty on their part by their higher controllingauthority and appropriate departmental proceedings shall be initiated.",26
SECTIONS,"(6) The period of registration of an in stitution shall be five years, and it shall be subject to renewal inevery five years.",26
SECTIONS,"(7) The State Government may, after following the procedure as may be prescribed, cancel orwithhold registration, as the case may be, of such institutions which fail to  provide rehabilitation andreintegration services as specified in section 53 and till such time that the registration of an institution isrenewed or granted, the State Government shall manage the institution.",26
SECTIONS,"(8) Any child care institution registered und er this section shall be duty bound to admit children,subject to the capacity of the institution, as directed by the Committee, whether they are receiving grantsfrom the Central Government or, as the case may be, the State Government or not.",26
SECTIONS,"(9) Notwiths tanding anything contained in any other law for the time being in force, the inspectioncommittee appointed under section 54, shall have the powers to inspect any institution housing children,even if not registered under this Act to determine whether such  institution is housing children in need ofcare and protection.",26
SECTIONS,"42. Penalty for non -registration of child care institutions .—Any person, or persons, in -charge ofan institution housing children in need of care and protection and children in conflict with law, who failsto comply with the provisions of sub -section ( 1) of section 41, shall be punished with imprisonmentwhich may extend to one year or a fine of not less than one lakh rupees or both:Provided that every thirty days delay in applying for regist ration shall be considered as a separateoffence .",26
SECTIONS,"43. Open shelter .—(1) The State Government may establish and maintain, by itself or throughvoluntary or non -governmental organisations, as many open shelters as may be required, and such openshelters shal l be registered as such, in the manner as may be prescribed.",26
SECTIONS,"(2) The open shelters referred to in sub -section ( 1) shall function as a community based facility forchildren in need of residential support, on short -term basis, with the objective of protectin g them fromabuse or weaning them, or keeping them, away from a life on the streets.",26
SECTIONS,"(3) The open shelters shall send every month information, in the manner as may be prescribed,regarding children availing the services of the shelter, to the District Chil d Protection Unit and theCommittee.",26
SECTIONS,"44. Foster care .—(1) The children in need of care and protection may be placed in foster care,including group foster care for their care and protection through orders of the Committee, after followingthe procedure as may be prescribed in this regard, in a family which does not include the child ’sbiological or adoptive parents or in an unrelated family recognised as suitable for the purpose by the StateGovernment, for a short or extended period of time.",26
SECTIONS,"(2) The select ion of the foster family shall be based on family ’s ability, intent, capacity and priorexperience of taking care of children.",26
SECTIONS,"(3) All efforts shall be made to keep siblings together in foster families, unless it is in their bestinterest not to be kept to gether.",26
SECTIONS,"(4) The State Government, after taking into account the number of children, shall provide monthlyfunding for such foster care through District Child Protection Unit after following the procedure, as maybe prescribed, for inspection to ensure well  being of the children.",26
SECTIONS,"(5) In cases where children have been placed in foster care for the reason that their parents have beenfound to be unfit or incapacitated by the Committee, the child ’s parents may visit the child in the foster27family at regular intervals, unless the Committee feels that such visits are not in the best interest of thechild, for reasons to be recorded therefor; and eventually, the child may return to the parent ’s homes oncethe parents are determined by the Committee to be fit to take care of the child.",27
SECTIONS,"(6) The foster family shall be responsible for providing education, health and nutrition to the childand shall ensure the overall well being of the child in such manner, as may be prescribed.",27
SECTIONS,"(7) The State Government may make rules  for the purpose of defining the procedure, criteria and themanner in which foster care services shall be provided for children.",27
SECTIONS,"(8) The inspection of foster families shall be conducted every month by the Committee in the form asmay be prescribed to chec k the well -being of the child and whenever a foster family is found lacking intaking care of the child, the child shall be removed from that foster family and shifted to another fosterfamily as the Committee may deem fit.",27
SECTIONS,(9) No child regarded as adoptable by the Committee shall be given for long -term foster care.,27
SECTIONS,"45. Sponsorship .—(1) The State Government shall make rules for the purpose of undertaking variousprogrammes of sponsorship of children, such as individual to individual sponsorship, grou p sponsorshipor community sponsorship.",27
SECTIONS,"(2) The criteria for sponsorship shall include, —",27
SECTIONS,(i) where mother is a widow or divorced or abandoned by family;,27
SECTIONS,(ii) where children are orphan and are living with the extended family;,27
SECTIONS,(iii) where parents are victims  of life threatening disease;,27
SECTIONS,(iv) where parents are incapacitated due to accident and unable to take care of children bothfinancially and physically.,27
SECTIONS,(3) The duration of sponsorship shall be such as may be prescribed.,27
SECTIONS,"(4) The sponsorship programme may pr ovide supplementary support to families, to Children ’s Homesand to special homes to meet medical, nutritional, educational and other needs of the children, with a viewto improving their quality of life.",27
SECTIONS,46. After care of children leaving child care insti tution .—Any child leaving a child care institutionon completion of eighteen years of age may be provided with financial support in order to facilitatechild ’s re-integration into the mainstream of the society in the manner as may be prescribed.,27
SECTIONS,"47. Observation homes .—(1) The State Government shall establish and maintain in every district ora group of districts, either by itself, or through voluntary or non -governmental organisations, observationhomes, which shall be registered under section 41 of this Act, for temporary reception, care andrehabilitation of any child alleged to be in conflict with law, during the pendency of any inquiry underthis Act.",27
SECTIONS,"(2) Where the State Government is of the opinion that any registered institution other than a hom eestablished or maintained under sub -section ( 1), is fit for the temporary reception of such child alleged tobe in conflict with law during the pendency of any inquiry under this Act, it may register such institutionas an observation home for the purpos es of this Act.",27
SECTIONS,"(3) The State Government may, by rules made under this Act, provide for the management andmonitoring of observation homes, including the standards and various types of services to be provided bythem for rehabilitation and social integrati on of a child alleged to be in conflict with law and thecircumstances under which, and the manner in which, the registration of an observation home may begranted or withdrawn.",27
SECTIONS,"(4) Every child alleged to be in conflict with law who is not placed under the  charge of parent orguardian and is sent to an observation home shall be segregated according to the child ’s age and gender,after giving due consideration to physical and mental status of the child and degree of the offencecommitted.28",28
SECTIONS,"48. Special homes .—(1) The State Government may establish and maintain either by itself or throughvoluntary or non -governmental organisations, special homes, which shall be registered as such, in themanner as may be prescribed, in every district or a group of districts, as  may be required for rehabilitationof those children in conflict with law who are found to have committed an offence and who are placedthere by an order of the Juvenile Justice Board made under section 18.",28
SECTIONS,"(2) The State Government may, by rules, provide for the management and monitoring of specialhomes, including the standards and various types of services to be provided by them which are necessaryfor social re -integration of a child, and the circumstances under which, and the manner in which, theregis tration of a special home may be granted or withdrawn.",28
SECTIONS,"(3) The rules made under sub -section ( 2) may also provide for the segregation and separation ofchildren found to be in conflict with law on the basis of age, gender, the nature of offence committed bythem and the child ’s mental and physical status.",28
SECTIONS,"49. Place of safety .—(1) The State Government shall set up atleast one place of safety in a Stateregistered under section 41, so as to place a person above the age of eighteen years or child in conflictwith law, who is between the age of sixteen to eighteen years and is accused of or convicted forcommitting a heinous offence.",28
SECTIONS,(2) Every place of safety shall have separate arrangement and facilities for stay of such children orpersons during the process of  inquiry and children or persons convicted of committing an offence.,28
SECTIONS,"(3) The State Government may, by rules, prescribe the types of places that can be designated as placeof safety under sub -section ( 1) and the facilities and services that may be provided therein.",28
SECTIONS,"50. Children ’s Home .—(1) The State Government may establish and maintain, in every district orgroup of districts, either by itself or through voluntary or non -governmental organisations, Children ’sHomes, which shall be registered as such, for th e placement of children in need of care and protection fortheir care, treatment, education, training, development and rehabilitation.",28
SECTIONS,"(2) The State Government shall designate any Children ’s Home as a home fit for children with specialneeds delivering spe cialised services, depending on requirement.",28
SECTIONS,"(3) The State Government may, by rules, provide for the monitoring and management of Children ’sHomes including the standards and the nature of services to be provided by them, based on individualcare plans for  each child.",28
SECTIONS,51. Fit facility .—(1) The Board or the Committee shall recognise a facility being run by aGovernmental organisation or a voluntary or non -governmental organisation registered under any law forthe time being in force to be fit to temporarily take the responsibility of a child for a specific purpose afterdue inquiry regarding the suitability of the facility and the organisation to take care of the child in suchmanner as may be prescribed.,28
SECTIONS,(2) The Board or the Committee may withdraw the recognition under sub -section ( 1) for reasons to berecorded in writing.,28
SECTIONS,"52. Fit person .—(1) The Board or the Committee shall, after due verification of credentials,recognise any person fit to temporarily receive a child for care, protection and treatment  of such child fora specified period and in the manner as may be prescribed.",28
SECTIONS,"(2) The Board or Committee, as the case may be, may withdraw the recognition granted under sub -section ( 1) for reasons to be recorded in writing.",28
SECTIONS,"53. Rehabilitation and re -integr ation services in institutions registered under this Act andmanagement thereof .—(1) The services that shall be provided, by the institutions registered under thisAct in the process of rehabilitation and re -integration of children, shall be in such manner  as may beprescribed, which may include —",28
SECTIONS,"(i) basic requirements such as food, shelter, clothing and medical attention as per the prescribedstandards;29",29
SECTIONS,"(ii) equipment such as wheel -chairs, prosthetic devices, hearing aids, braille kits, or any othersuitab le aids and appliances as required, for children with special needs;",29
SECTIONS,"(iii) appropriate education, including supplementary education, special education, and appropriateeducation for children with special needs:Provided that for children between the age of  six to fourteen years, the provisions of the Right ofChildren to Free and Compulsory Education Act, 2009 (35 of 2009) shall apply;",29
SECTIONS,(iv) skill development;,29
SECTIONS,(v) occupational therapy and life skill education;,29
SECTIONS,"(vi) mental health interventions, including coun selling specific to the need of the child;",29
SECTIONS,(vii) recreational activities including sports and cultural activities;,29
SECTIONS,(viii) legal aid where required;,29
SECTIONS,"(ix) referral services for education, vocational training, de -addiction, treatment of diseases whererequire d;",29
SECTIONS,(x) case management including preparation and follow up of individual care plan;,29
SECTIONS,(xi) birth registration;,29
SECTIONS,"(xii) assistance for obtaining the proof of identity, where required; and",29
SECTIONS,"(xiii) any other service that may reasonably be provided in order to ensu re the well -being of thechild, either directly by the State Government, registered or fit individuals or institutions or throughreferral services.",29
SECTIONS,"(2) Every institution shall have a Management Committee, to be set up in a manner as may beprescribed, to manage the institution and monitor the progress of every child.",29
SECTIONS,"(3) The officer in -charge of every institution, housing children above six years of age, shall facilitatesetting up of children ’s committees for participating in such activities as may be pre scribed, for the safetyand well -being of children in the institution.",29
SECTIONS,"54. Inspection of institutions registered under this Act .—(1) The State Government shall appointinspection committees for the State and district, as the case may be, for all institutions registered orrecognised to be fit under this Act for such period and for such purposes, as may be prescribed.",29
SECTIONS,"(2) Such inspection committees shall mandatorily conduct visits to all facilities housing children inthe area allocated, at least o nce in three months in a team of not less than three members, of whom at leastone shall be a woman and one shall be a medical officer, and submit reports of the findings of such visitswithin a week of their visit, to the District Child Protection Units o r State Government, as the case maybe, for further action.",29
SECTIONS,"(3) On the submission of the report by the inspection committee within a week of the inspection,appropriate action shall be taken within a month by the District Child Protection Unit or the StateGovernment and a compliance report shall be submitted to the State Government.",29
SECTIONS,"55. Evaluation of functioning of structures .—(1) The Central Government or State Governmentmay independently evaluate the functioning of the Board, Committee, special juvenile  police units,registered institutions, or recognised fit facilities and persons, at such period and through such persons orinstitutions as may be prescribed by that Government.",29
SECTIONS,"(2) In case such independent evaluation is conducted by both the Governments,  the evaluation madeby the Central Government shall prevail.CHAPTER VIII",29
SECTIONS,"56. Adoption .—(1) Adoption shall be resorted to for ensuring right to family for the orphan,abandoned and surrendered children, as per the provisions of this Act, the rule s made thereunder and theadoption regulations framed by the Authority.30",30
SECTIONS,"(2) Adoption of a child from a relative by another relative, irrespective of their religion, can be madeas per the provisions of this Act and the adoption regulations framed by the Au thority.",30
SECTIONS,"(3) Nothing in this Act shall apply to the adoption of children made under the provisions of the HinduAdoption and Maintenance Act, 1956 (78 of 1956).",30
SECTIONS,(4) All inter -country adoptions shall be done only as per the provisions of this Act and the ad optionregulations framed by the Authority.,30
SECTIONS,"(5) Any person, who takes or sends a child to a foreign country or takes part in any arrangement fortransferring the care and custody of a child to another person in a foreign country without a valid orderfrom the Court, shall be punishable as per the provisions of section 80.",30
SECTIONS,"57. Eligibility of prospective adoptive parents .—(1) The prospective adoptive parents shall bephysically fit, financially sound, mentally alert and highly motivated to adopt a child for p roviding a goodupbringing to him.",30
SECTIONS,"(2) In case of a couple, the consent of both the spouses for the adoption shall be required.",30
SECTIONS,"(3) A single or divorced person can also adopt, subject to fulfilment of the criteria and in accordancewith the provisions of a doption regulations framed by the Authority.",30
SECTIONS,(4) A single male is not eligible to adopt a girl child.,30
SECTIONS,(5) Any other criteria that may be specified in the adoption regulations framed by the Authority.,30
SECTIONS,"58. Procedure for adoption by Indian prospective adoptiv e parents living in India .—(1) Indianprospective adoptive parents living in India, irrespective of their religion, if interested to adopt an orphanor abandoned or surrendered child, may apply for the same to a Specialised Adoption Agency, in themanner as provided in the adoption regulations framed by the Authority.",30
SECTIONS,"(2) The Specialised Adoption Agency shall prepare the home study report of the prospective adoptiveparents and upon finding them eligible, will refer a child declared legally free for adopti on to them alongwith the child study report and medical report of the child, in the manner as provided in the adoptionregulations framed by the Authority.",30
SECTIONS,"(3) On the receipt of the acceptance of the child from the prospective adoptive parents along with thechild study report and medical report of the child signed by such parents, the Specialised AdoptionAgency shall give the child in pre -adoption foster care and file an application in the court for obtainingthe adoption order, in the manner as provided  in the adoption regulations framed by the Authority.",30
SECTIONS,"(4) On the receipt of a certified copy of the court order, the Specialised Adoption Agency shall sendimmediately the same to the prospective adoptive parents.",30
SECTIONS,(5) The progress and wellbeing of the chil d in the adoptive family shall be followed up andascertained in the manner as provided in the adoption regulations framed by the Authority.,30
SECTIONS,"59. Procedure for inter -country adoption of an orphan or abandoned or surrendered child .—(1)If an orphan or abandoned or surrendered child could not be placed with an Indian or non -resident Indianprospective adoptive parent despite the joint effort of the Specialised Adoption Agency and State Agencywithin sixty days from the date the child has been declared le gally free for adoption, such child shall befree for inter -country adoption:Provided that children with physical and mental disability, siblings and children above five years ofage may be given preference over other children for such inter -country adopt ion, in accordance with theadoption regulations, as may be framed by the Authority.",30
SECTIONS,(2) An eligible non -resident Indian or overseas citizen of India or persons of Indian origin shall begiven priority in inter -country adoption of Indian children.31,31
SECTIONS,"(3) A no n-resident Indian or overseas citizen of India, or person of Indian origin or a foreigner, whoare prospective adoptive parents living abroad, irrespective of their religion, if interested to adopt anorphan or abandoned or surrendered child from India, ma y apply for the same to an authorised foreignadoption agency, or Central Authority or a concerned Government department in their country of habitualresidence, as the case may be, in the manner as provided in the adoption regulations framed by theAuthori ty.",31
SECTIONS,"(4) The authorised foreign adoption agency, or Central Authority, or a concerned Governmentdepartment, as the case may be, shall prepare the home study report of such prospective adoptive parentsand upon finding them eligible, will sponsor their appl ication to Authority for adoption of a child fromIndia, in the manner as provided in the adoption regulations framed by the Authority.",31
SECTIONS,"(5) On the receipt of the application of such prospective adoptive parents, the Authority shallexamine and if it finds the applicants suitable, then, it will refer the application to one of the SpecialisedAdoption Agencies, where children legally free for adoption are available.",31
SECTIONS,"(6) The Specialised Adoption Agency will match a child with such prospective adoptive parents andsend the child study report and medical report of the child to such parents, who in turn may accept thechild and return the child study and medical report duly signed by them to the said agency.",31
SECTIONS,"(7) On receipt of the acceptance of the child from the p rospective adoptive parents, the SpecialisedAdoption Agency shall file an application in the court for obtaining the adoption order, in the manner asprovided in the adoption regulations framed by the Authority.",31
SECTIONS,"(8) On the receipt of a certified copy of t he court order, the specialised adoption agency shall sendimmediately the same to Authority, State Agency and to the prospective adoptive parents, and obtain apassport for the child.",31
SECTIONS,(9) The Authority shall intimate about the adoption to the immigration authorities of India and thereceiving country of the child.,31
SECTIONS,(10) The prospective adoptive parents shall receive the child in person from the specialised adoptionagency as soon as the passport and visa are issued to the child.,31
SECTIONS,"(11) The authorised foreign adoption agency, or Central Authority, or the concerned Governmentdepartment, as the case may be, shall ensure the submission of progress reports about the child in theadoptive family and will be responsible for making alternative arrangement in the case  of any disruption,in consultation with Authority and concerned Indian diplomatic mission, in the manner as provided in theadoption regulations framed by the Authority.",31
SECTIONS,"(12) A foreigner or a person of Indian origin or an overseas citizen of India, who has habitualresidence in India, if interested to adopt a child from India, may apply to Authority for the same alongwith a no objection certificate from the diplomatic mission of his country in India, for further necessaryactions as provided  in the adop tion regulations framed by the Authority.",31
SECTIONS,"60. Procedure for inter -country relative adoption .—(1) A relative living abroad, who intends toadopt a child from his relative in India shall obtain an order from the court and apply for no objectioncertificate f rom Authority, in the manner as provided in the adoption regulations framed by the Authority.",31
SECTIONS,"(2) The Authority shall on receipt of the order under sub -section ( 1) and the application from eitherthe biological parents or from the adoptive parents, issue n o objection certificate under intimation to theimmigration authority of India and of the receiving country of the child.",31
SECTIONS,"(3) The adoptive parents shall, after receiving no objection certificate under sub -section ( 2), receivethe child from the biological parents and shall facilitate the contact of the adopted child with his siblingsand biological parents from time to time.",31
SECTIONS,"61. Court procedure and penalty against payment in consideration of adoption .—(1) Beforeissuing an adoption order, the court shall sa tisfy itself that —",31
SECTIONS,"(a) the adoption is for the welfare of the child; ( b) due consideration is given to the wishes of thechild having regard to the age and understanding of the child; and ( c) that neither the prospective32adoptive parents has given or agree d to give nor the specialised adoption agency or the parent orguardian of the child in case of relative adoption has received or agreed to receive any payment orreward in consideration of the adoption, except as permitted under the adoption regulations f ramed bythe Authority towards the adoption fees or service charge or child care corpus.",32
SECTIONS,(2) The adoption proceedings shall be held in camera and the case shall be disposed of by the courtwithin a period of two months from the date of filing.,32
SECTIONS,"62. Addition al procedural requirements and documentation .—(1) The documentation and otherprocedural requirements, not expressly provided in this Act with regard to the adoption of an orphan,abandoned and surrendered child by Indian prospective adoptive parents livin g in India, or bynon-resident Indian or overseas citizen of India or person of Indian origin or foreigner prospectiveadoptive parents, shall be as per the adoption regulations framed by the Authority.",32
SECTIONS,"(2) The specialised adoption agency shall ensure that the adoption case of prospective adoptiveparents is disposed of within four months from the date of receipt of application and the authorisedforeign adoption agency, Authority and State Agency shall track the progress of the adop tion case andintervene wherever necessary, so as to ensure that the time line is adhered to.",32
SECTIONS,"63. Effect of adoption .—A child in respect of whom an adoption order is issued by the court, shallbecome the child of the adoptive parents, and the adoptive parents shall become the parents of the child asif the child had been born to the adoptive parents, for all purposes, including intestacy, with effect fromthe date on which the adoption order takes effect, and on and from such date all the ties of the ch ild in thefamily of his or her birth shall stand severed and replaced by those created by the adoption order in theadoptive family:Provided that any property which has vested in the adopted child immediately before the date onwhich the adoption order t akes effect shall continue to vest in the adopted child subject to the obligations,if any, attached to the ownership of such property including the obligations, if any, to maintain therelatives in the biological family.",32
SECTIONS,"64. Reporting of adoption .—Notwith standing anything contained in any other law for the time beingin force, information regarding all adoption orders issued by the concerned courts, shall be forwarded toAuthority on monthly basis in the manner as provided in the adoption regulations frame d by theAuthority, so as to enable Authority to maintain the data on adoption.",32
SECTIONS,"65. Specialised Adoption Agencies .—(1) The State Government shall recognise one or moreinstitutions or organisations in each district as a Specialised Adoption Agency, in such  manner as may beprovided in the adoption regulations framed by the Authority, for the rehabilitation of orphan, abandonedor surrendered children, through adoption and non -institutional care.",32
SECTIONS,"(2) The State Agency shall furnish the name, address and conta ct details of the Specialised AdoptionAgencies along with copies of certificate or letter of recognition or renewal to Authority, as soon as therecognition or renewal is granted to such agencies.",32
SECTIONS,"(3) The State Government shall get every Specialised Adopt ion Agency inspected at least once in ayear and take necessary remedial measures, if required.",32
SECTIONS,"(4) In case any Specialised Adoption Agency is in default in taking necessary steps on its part asprovided in this Act or in the adoption regulations framed by  the Authority, for getting an orphan orabandoned or surrendered child legally free for adoption from the Committee or in completing the homestudy report of the prospective adoptive parents or in obtaining adoption order from the court within thestipula ted time, such Specialised Adoption Agency shall be punishable with a fine which may extend upto fifty thousand rupees and in case of repeated default, the recognition of the Specialised AdoptionAgency shall be withdrawn by the State Government.",32
SECTIONS,"66. Adop tion of children residing in institutions not registered as adoption agencies .—(1) All theinstitutions registered under this Act, which may not have been recognised as Specialised AdoptionAgencies, shall also ensure that all orphan or abandoned or surren dered children under their care are33reported, produced and declared legally free for adoption, by the Committee as per the provisions ofsection 38.",33
SECTIONS,"(2) All institutions referred to in sub -section ( 1) shall develop formal linkages with nearbySpecialised A doption Agency and shall furnish details of the children declared legally free for adoption tothat Specialised Adoption Agency along with all relevant records in the manner as may be prescribed, forthe placement of such children in adoption.",33
SECTIONS,"(3) If any s uch institution contravenes the provisions of sub -section ( 1) or sub -section ( 2), it shall beliable to fine of fifty thousand rupees for each instance to be imposed by the registering authority and itmay also attract de -recognition in the event of persistent flouting of such provisions.",33
SECTIONS,67. State Adoption Resource Agency .—(1) The State Government shall set up a State AdoptionResource Agency for dealing with adoptions and related matters in the State under the guidance ofAuthority.,33
SECTIONS,"(2) The State Ag ency, wherever already exists, shall be deemed to be set up under this Act.",33
SECTIONS,"68. Central Adoption Resource Authority .—The Central Adoption Resource Agency existingbefore the commencement of this Act, shall be deemed to have been constituted as the Central AdoptionResource Authority under this Act to perform the following functions, namely: —",33
SECTIONS,(a) to promote in -country adoptions and to facilitate inter -State adoptions in co -ordination withState Agency;,33
SECTIONS,(b) to regulate inter -country adoptions;,33
SECTIONS,(c) to frame re gulations on adoption and related matters from time to time as may be necessary;,33
SECTIONS,(d) to carry out the functions of the Central Authority under the Hague Convention on Protectionof Children and Cooperation in respect of Inter -country Adoption;,33
SECTIONS,(e) any othe r function as may be prescribed.,33
SECTIONS,69. Steering Committee of Authority .—(1) The Authority shall have a Steering Committee withfollowing members:,33
SECTIONS,"(a) Secretary, Ministry of Women and Child Development, Government of India, who shall bethe Chairperson —ex officio ;",33
SECTIONS,"(b) Joint Secretary, Ministry of Women and Child Development, Government of India, dealingwith Authority —ex officio ;",33
SECTIONS,"(c) Joint Secretary, Ministry of Women and Child Development, Government of India, dealingwith Finance —ex officio ;",33
SECTIONS,(d) one State  Adoption Resource Agency and two Specialised Adoption Agencies;,33
SECTIONS,(e) one adoptive parent and one adoptee;,33
SECTIONS,(f) one advocate or a professor having at least ten years of experience in family law;,33
SECTIONS,"(g) Member -Secretary, who shall also be Chief Executive Officer  of the organisation.",33
SECTIONS,"(2) Criteria for the selection or nomination of the Members mentioned at ( d) to ( f), their tenure as wellas the terms and conditions of their appointment shall be such as may be prescribed.",33
SECTIONS,"(3) The Steering Committee shall have the f ollowing functions, namely: —",33
SECTIONS,(a) to oversee the functioning of Authority and review its working from time to time so that itoperates in most effective manner;,33
SECTIONS,"(b) to approve the annual budget, annual accounts and audit reports as well as the action plan a ndannual report of Authority;34",34
SECTIONS,"(c) to adopt the recruitment rules, service rules, financial rules of Authority as well as the otherregulations for the exercise of the administrative and programmatic powers within the organisation,with the prior approval of the Central Government;",34
SECTIONS,(d) any other function that may be vested with it by the Central Government from time to time.,34
SECTIONS,(4) The Steering Committee shall meet once in a month in the manner as may be prescribed.,34
SECTIONS,(5) The Authority shall function from its headquarter and through its regional offices as may be set upas per its functional necessity.,34
SECTIONS,"70. Powers of Authority .—(1) For the efficient performance of its functions, Authority shall havethe following powers, namely: —",34
SECTIONS,"(a) to issue instructions to any  Specialised Adoption Agency or a Children Home or any childcare institution housing any orphan, abandoned or surrendered child, any State Agency or anyauthorised foreign adoption agency and such directions shall be complied by such agencies;",34
SECTIONS,"(b) recomme nding to the concerned Government or Authority to take appropriate action againstany official or functionary or institution under its administrative control, in case of persistent non -compliance of the instructions issued by it;",34
SECTIONS,"(c) forwarding any case of  persistent non -compliance of its instructions by any official orfunctionary or institution to a Magistrate having jurisdiction to try the same and the Magistrate towhom any such case is forwarded shall proceed to hear the same as if the case has been fo rwarded tohim under  section 346  of the Code of Criminal Procedure, 1973 (2 of 1974);",34
SECTIONS,(d) any other power that may be vested with it by the Central Government.,34
SECTIONS,"(2) In case of any difference of opinio n in an adoption case, including the eligibility of prospectiveadoptive parents or of a child to be adopted, the decision of Authority shall prevail.",34
SECTIONS,71. Annual Report of Authority .—(1) The Authority shall submit an annual report to the CentralGovernment  in such manner as may be prescribed.,34
SECTIONS,(2) The Central Government shall cause the annual report of Authority to be laid before each Houseof Parliament.,34
SECTIONS,"72. Grants by Central Government .—(1) The Central Government shall, after due appropriationmade by Parl iament by law in this behalf, pay to the Authority by way of grants such sums of money asthe Central Government may think fit for being utilised for performing the functions of Authority underthis Act.",34
SECTIONS,"(2) The Authority may spend such sums of money as it  thinks fit for performing the functions, asprescribed under this Act, and such sums shall be treated as expenditure payable out of the grants referredto in sub -section ( 1).",34
